path,subsystem,authority_level,runtime_role,test_coverage,release_visibility,known_risk,owner
Kalsmritikosh/Knowledge/Ledger/TierPromoter.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Knowledge/Memory/MemoryDistiller.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Knowledge/Memory/MemoryHashCache.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Knowledge/Monitoring/ChangeDigest.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Knowledge/Narrative/AlternativeHistory.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Knowledge/Narrative/ChronologicalPlanner.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Knowledge/Narrative/LLMNarrativeComposer.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Knowledge/Narrative/Narrative.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Knowledge/Narrative/NarrativeClaimVerifier.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Knowledge/Narrative/ReconstructionOutline.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Knowledge/Narrative/ReconstructionOutlineRenderer.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Knowledge/Narrative/RuleBasedNarrativeComposer.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Knowledge/Ontology/BondBackfill.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Knowledge/Ontology/BondConstructor.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Knowledge/Ontology/BondWalker.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Knowledge/Ontology/FactSchema.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Knowledge/Ontology/FactTypeClassifier.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Knowledge/Ontology/InMemoryBondGraph.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Knowledge/Ontology/LLMSlotExtractor.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"dev/internal (gated)","",owner
Kalsmritikosh/Knowledge/Ontology/Ontology.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Knowledge/Ontology/OntologyBackfill.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Knowledge/Ontology/OntologyValidator.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Knowledge/Ontology/SlotExtractor.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Knowledge/Ontology/WalkExplainer.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Knowledge/Provenance/ProvenanceTracer.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Knowledge/QAPairs/QAPairExtractor.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"dev/internal (gated)","",owner
Kalsmritikosh/Knowledge/Statements/StatementExtractor.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Knowledge/Suggestions/SuggestedQuestionBuilder.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Knowledge/Summaries/CompressionScheduler.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Knowledge/Summaries/HeuristicSummarizer.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Knowledge/Summaries/LLMSummarizer.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Knowledge/SyntheticQuestions/SyntheticQuestionGenerator.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"dev/internal (gated)","",owner
Kalsmritikosh/Knowledge/SyntheticQuestions/SyntheticQuestionQueue.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"dev/internal (gated)","",owner
Kalsmritikosh/Knowledge/SyntheticQuestions/SyntheticQuestionsBackfill.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"dev/internal (gated)","",owner
Kalsmritikosh/Knowledge/Temporal/DateGrammar.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Knowledge/Timelines/EntityTimeline.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Knowledge/Timelines/TimelineEngine.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Knowledge/Topics/AgglomerativeCommunityDetector.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Knowledge/Topics/CommunitySummarizer.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Knowledge/Topics/CooccurrenceGraphBuilder.swift,Knowledge,"projection (derived ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Retrieval/ConnectionFinder.swift,Retrieval,"projection (read-only over ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Retrieval/CrossDocumentMatrix.swift,Retrieval,"projection (read-only over ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Retrieval/EntityOverlap.swift,Retrieval,"projection (read-only over ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Retrieval/HybridRetriever.swift,Retrieval,"projection (read-only over ledger)","runtime",unwired (no test target),"dev/internal (gated)","HIGH: density-heuristic authority - RET-003 to replace",owner
Kalsmritikosh/Retrieval/TableQueryEngine.swift,Retrieval,"projection (read-only over ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Retrieval/TopicRetriever.swift,Retrieval,"projection (read-only over ledger)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Routing/AutoRecommendation.swift,Routing,"config (capabilities/providers)","routing",unwired (no test target),"release","",owner
Kalsmritikosh/Routing/CapabilityRegistry.swift,Routing,"config (capabilities/providers)","routing",unwired (no test target),"dev/internal (gated)","",owner
Kalsmritikosh/Routing/CapabilitySpec.swift,Routing,"config (capabilities/providers)","routing",unwired (no test target),"dev/internal (gated)","",owner
Kalsmritikosh/Routing/ComplexityAnalyzer.swift,Routing,"config (capabilities/providers)","routing",unwired (no test target),"release","",owner
Kalsmritikosh/Routing/DeterministicRouter.swift,Routing,"config (capabilities/providers)","routing",unwired (no test target),"release","",owner
Kalsmritikosh/Routing/ExpertRegistry.swift,Routing,"config (capabilities/providers)","routing",unwired (no test target),"release","",owner
Kalsmritikosh/Routing/ExpertRelevanceScorer.swift,Routing,"config (capabilities/providers)","routing",unwired (no test target),"release","",owner
Kalsmritikosh/Routing/HardwareProbe.swift,Routing,"config (capabilities/providers)","routing",unwired (no test target),"release","",owner
Kalsmritikosh/Routing/IntentDetector.swift,Routing,"config (capabilities/providers)","routing",unwired (no test target),"release","",owner
Kalsmritikosh/Routing/ModelCapabilityCatalog.swift,Routing,"config (capabilities/providers)","routing",unwired (no test target),"release","",owner
Kalsmritikosh/Routing/ModelChoiceAdvisor.swift,Routing,"config (capabilities/providers)","routing",unwired (no test target),"dev/internal (gated)","",owner
Kalsmritikosh/Routing/ModelDownloader.swift,Routing,"config (capabilities/providers)","routing",unwired (no test target),"release","",owner
Kalsmritikosh/Routing/ModelManifest.swift,Routing,"config (capabilities/providers)","routing",unwired (no test target),"release","",owner
Kalsmritikosh/Routing/PerformanceBenchmark.swift,Routing,"config (capabilities/providers)","routing",unwired (no test target),"release","",owner
Kalsmritikosh/Routing/PrivacyGate.swift,Routing,"config (capabilities/providers)","routing",unwired (no test target),"dev/internal (gated)","",owner
Kalsmritikosh/Routing/Providers/BERTWordPieceTokenizer.swift,Routing,"config (capabilities/providers)","routing",unwired (no test target),"release","",owner
Kalsmritikosh/Routing/Providers/CloudEndpointRegistry.swift,Routing,"config (capabilities/providers)","routing",unwired (no test target),"dev/internal (gated)","",owner
Kalsmritikosh/Routing/Providers/CloudProvider.swift,Routing,"config (capabilities/providers)","routing",unwired (no test target),"dev/internal (gated)","",owner
Kalsmritikosh/Routing/Providers/CoreMLEmbedderProvider.swift,Routing,"config (capabilities/providers)","routing",unwired (no test target),"release","",owner
Kalsmritikosh/Routing/Providers/FoundationModelsProvider.swift,Routing,"config (capabilities/providers)","routing",unwired (no test target),"release","",owner
Kalsmritikosh/Routing/Providers/FoundationModelsStructuredOutput.swift,Routing,"config (capabilities/providers)","routing",unwired (no test target),"dev/internal (gated)","",owner
Kalsmritikosh/Routing/Providers/GGUFRegistry.swift,Routing,"config (capabilities/providers)","routing",unwired (no test target),"release","",owner
Kalsmritikosh/Routing/Providers/LlamaCppProvider.swift,Routing,"config (capabilities/providers)","routing",unwired (no test target),"release","",owner
Kalsmritikosh/Routing/Providers/MLXDiscovery.swift,Routing,"config (capabilities/providers)","routing",unwired (no test target),"dev/internal (gated)","",owner
Kalsmritikosh/Routing/Providers/MLXProvider.swift,Routing,"config (capabilities/providers)","routing",unwired (no test target),"dev/internal (gated)","",owner
Kalsmritikosh/Routing/Providers/OllamaDiscovery.swift,Routing,"config (capabilities/providers)","routing",unwired (no test target),"dev/internal (gated)","",owner
Kalsmritikosh/Routing/Providers/OllamaInstaller.swift,Routing,"config (capabilities/providers)","routing",unwired (no test target),"dev/internal (gated)","",owner
Kalsmritikosh/Routing/Providers/OllamaProvider.swift,Routing,"config (capabilities/providers)","routing",unwired (no test target),"dev/internal (gated)","",owner
Kalsmritikosh/Routing/Providers/OllamaSetupAdvisor.swift,Routing,"config (capabilities/providers)","routing",unwired (no test target),"dev/internal (gated)","",owner
Kalsmritikosh/Routing/UserPreferences.swift,Routing,"config (capabilities/providers)","routing",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Database/Database+Binding.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Database/DatabaseStack.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Repositories/AnswerLedgerRepository.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Repositories/AssertionsRepository.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Repositories/ChunksRepository.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"dev/internal (gated)","",owner
Kalsmritikosh/Storage/Repositories/ContradictionsRepository.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Repositories/ConversationsRepository.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Repositories/CorpusSnapshotRepository.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Repositories/CustodyRepository.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Repositories/DerivedObjectsRepository.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Repositories/EmbeddingCacheRepository.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Repositories/EnrichmentStatusRepository.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Repositories/EntitiesRepository.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Repositories/EventLinksRepository.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Repositories/EventMutator.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Repositories/EventVersionsRepository.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Repositories/EventsRepository.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Repositories/EvidenceStore.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Repositories/FactBondsRepository.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Repositories/FactReviewsRepository.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Repositories/FilesRepository.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Repositories/GapNodeRepository.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Repositories/IngestAttemptsRepository.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Repositories/InvestigationsRepository.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Repositories/KnowledgeObjectRepository.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Repositories/MemoryRepository.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Repositories/MonitorSnapshotRepository.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Repositories/QAPairsRepository.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Repositories/RelationshipsRepository.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Repositories/ReviewRepository.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Repositories/SavedQueriesRepository.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Repositories/ScreeningRepository.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Repositories/SourceRelationsRepository.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Repositories/SummariesRepository.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Repositories/SyntheticQuestionsRepository.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"dev/internal (gated)","",owner
Kalsmritikosh/Storage/Repositories/TranscriptRepository.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Repositories/WorkspaceRepository.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Schema/SchemaMigrations.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"dev/internal (gated)","HIGH: shipped migrations immutable - new version only",owner
Kalsmritikosh/Storage/Vector/CachedEmbedder.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Vector/CapabilityResolvedEmbedder.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"dev/internal (gated)","",owner
Kalsmritikosh/Storage/Vector/Embedder.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"dev/internal (gated)","",owner
Kalsmritikosh/Storage/Vector/EmbeddingCache.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Vector/HNSWVectorIndex.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Vector/SQLiteVectorStore.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/Storage/Vector/VectorStore.swift,Storage,"authority/projection (schema+repos)","runtime",unwired (no test target),"release","",owner
Kalsmritikosh/UI/AnswersView.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/AskView.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/AssertionsView.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/AuditView.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/CaseStoryView.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/ChangesView.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/CompletenessView.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/ConnectionFinderView.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/ConvertView.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/CrossDocumentMatrixView.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/DossierView.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/EvalDashboardView.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/EventDetailSheet.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/ExplorerView.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/FactStatusView.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/GuideContent.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/GuideView.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/HistoryView.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/HomeView.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/IngestGuideView.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/InsightsView.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/Killer/GraphExplorerView.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/Killer/KillerFeaturesView.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/KnowledgeView.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/LibraryView.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/LiveActivityPanel.swift,UI,"presentation","view",unwired (no test target),"dev/internal (gated)","",owner
Kalsmritikosh/UI/LiveDashboardView.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/ModeChooserView.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/NotebookView.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/OnboardingTips.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/OnboardingView.swift,UI,"presentation","view",unwired (no test target),"dev/internal (gated)","",owner
Kalsmritikosh/UI/PersonaWorkCatalog.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/QualityStrip.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/ReceiptVerifierView.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/ReviewView.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/RootView.swift,UI,"presentation","view",unwired (no test target),"partial (DEBUG-gated code present)","",owner
Kalsmritikosh/UI/SavedQueriesView.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/ScreeningView.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/SearchView.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/SettingsView.swift,UI,"presentation","view",unwired (no test target),"dev/internal (gated)","",owner
Kalsmritikosh/UI/Shared/DesignSystem.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/Shared/EntityPickerField.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/Shared/InfoPopoverButton.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/Shared/SharedComponents.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/Shared/SourceViewer.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/SourcesView.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/TimelineView.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/TranscriptsView.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/UI/WorkspacesView.swift,UI,"presentation","view",unwired (no test target),"release","",owner
Kalsmritikosh/Workers/BackgroundMemoryDistiller.swift,Workers,"process (background)","background service",unwired (no test target),"release","",owner
Kalsmritikosh/Workers/MaturationNotifier.swift,Workers,"process (background)","background service",unwired (no test target),"release","",owner
Kalsmritikosh/Workers/ParallelExecutor.swift,Workers,"process (background)","background service",unwired (no test target),"release","",owner
Kalsmritikosh/Workers/Tier3Escalator.swift,Workers,"process (background)","background service",unwired (no test target),"release","",owner
Kalsmritikosh/Workers/WorkerPool.swift,Workers,"process (background)","background service",unwired (no test target),"release","",owner
